GISJOIN,YEAR,STATE,STATEA,COUNTY,full_name,AREANAME,total_white,free_black,total_slave,total_indian,total_halfbreed,total_asian
G4701850,1860,Tennessee,470,White,WHITE,White,8074,162,1145,0,,
G4701870,1860,Tennessee,470,Williamson,WILLIAMSON,Williamson,11415,45,12367,0,,
G4701890,1860,Tennessee,470,Wilson,WILSON,Wilson,17787,321,7964,0,,
G4800010,1860,Texas,480,Anderson,ANDERSON,Anderson,6730,0,3668,0,,
G4800050,1860,Texas,480,Angelina,ANGELINA,Angelina,3575,10,686,0,,
G4800130,1860,Texas,480,Atascosa,ATASCOSA,Atascosa,1471,0,107,0,,
G4800150,1860,Texas,480,Austin,AUSTIN,Austin,6225,0,3914,0,,
G4800190,1860,Texas,480,Bandera,BANDERA,Bandera,387,0,12,0,,
G4800210,1860,Texas,480,Bastrop,BASTROP,Bastrop,4415,0,2591,0,,
G4800230,1860,Texas,480,Baylor,BAYLOR,Baylor,,,,,,
G4800250,1860,Texas,480,Bee,BEE,Bee,802,0,79,29,,
G4800270,1860,Texas,480,Bell,BELL,Bell,3794,0,1005,0,,
G4800290,1860,Texas,480,Bexar,BEXAR,Bexar,13057,2,1395,0,,
G4800310,1860,Texas,480,Blanco,BLANCO,Blanco,1183,0,98,0,,
G4800350,1860,Texas,480,Bosque,BOSQUE,Bosque,1712,0,293,0,,
G4800370,1860,Texas,480,Bowie,BOWIE,Bowie,2401,0,2651,0,,
G4800390,1860,Texas,480,Brazoria,BRAZORIA,Brazoria,2027,6,5110,0,,
G4800410,1860,Texas,480,Brazos,BRAZOS,Brazos,1713,0,1063,0,,
G4800490,1860,Texas,480,Brown,BROWN,Brown,244,0,0,0,,
G4800493,1860,Texas,480,Buchanan,BUCHANAN,Buchanan,198,0,32,0,,
G4800510,1860,Texas,480,Burleson,BURLESON,Burleson,3679,0,2003,1,,
G4800530,1860,Texas,480,Burnet,BURNET,Burnet,2252,0,235,0,,
G4800550,1860,Texas,480,Caldwell,CALDWELL,Caldwell,2870,1,1610,0,,
G4800570,1860,Texas,480,Calhoun,CALHOUN,Calhoun,2228,0,414,0,,
G4800590,1860,Texas,480,Callahan,CALLAHAN,Callahan,,,,,,
G4800610,1860,Texas,480,Cameron,CAMERON,Cameron,5953,66,7,2,,
G4800655,1860,Texas,480,Cass (old),CASS (OLD),Cass (old),4936,0,3475,0,,
G4800710,1860,Texas,480,Chambers,CHAMBERS,Chambers,995,0,513,0,,
G4800730,1860,Texas,480,Cherokee,CHEROKEE,Cherokee,8849,3,3246,0,,
G4800770,1860,Texas,480,Clay,CLAY,Clay,107,2,0,0,,
G4800830,1860,Texas,480,Coleman,COLEMAN,Coleman,,,,,,
G4800850,1860,Texas,480,Collin,COLLIN,Collin,8217,0,1047,0,,
G4800890,1860,Texas,480,Colorado,COLORADO,Colorado,4326,0,3559,0,,
G4800910,1860,Texas,480,Comal,COMAL,Comal,3837,0,193,0,,
G4800930,1860,Texas,480,Comanche,COMANCHE,Comanche,648,0,61,0,,
G4800950,1860,Texas,480,Concho,CONCHO,Concho,,,,,,
G4800970,1860,Texas,480,Cooke,COOKE,Cooke,3391,0,369,0,,
G4800990,1860,Texas,480,Coryell,CORYELL,Coryell,2360,0,306,0,,
G4801130,1860,Texas,480,Dallas,DALLAS,Dallas,7591,0,1074,0,,
G4801155,1860,Texas,480,Dawson,DAWSON,Dawson,281,0,0,0,,
G4801210,1860,Texas,480,Denton,DENTON,Denton,4780,0,251,0,,
G4801230,1860,Texas,480,DeWitt,DEWITT,De Witt,3465,0,1643,0,,
G4801270,1860,Texas,480,Dimmit,DIMMIT,Dimmit,,,,,,
G4801310,1860,Texas,480,Duval,DUVAL,Duval,,,,,,
G4801330,1860,Texas,480,Eastland,EASTLAND,Eastland,99,0,0,0,,
G4801370,1860,Texas,480,Edwards,EDWARDS,Edwards,,,,,,
G4801390,1860,Texas,480,Ellis,ELLIS,Ellis,4136,0,1104,6,,
G4801410,1860,Texas,480,El Paso,EL PASO,El Paso,3826,14,15,196,,
G4801415,1860,Texas,480,Encinal,ENCINAL,Encinal,43,0,0,0,,
G4801430,1860,Texas,480,Erath,ERATH,Erath,2307,0,118,0,,
G4801450,1860,Texas,480,Falls,FALLS,Falls,1895,2,1716,1,,
G4801470,1860,Texas,480,Fannin,FANNIN,Fannin,7496,0,1721,0,,
G4801490,1860,Texas,480,Fayette,FAYETTE,Fayette,7808,10,3786,0,,
G4801570,1860,Texas,480,Fort Bend,FORT BEND,Fort Bend,2007,9,4127,0,,
G4801610,1860,Texas,480,Freestone,FREESTONE,Freestone,3268,0,3613,0,,
G4801630,1860,Texas,480,Frio,FRIO,Frio,40,0,2,0,,
G4801670,1860,Texas,480,Galveston,GALVESTON,Galveston,6707,2,1520,0,,
G4801710,1860,Texas,480,Gillespie,GILLESPIE,Gillespie,2703,0,33,0,,
G4801750,1860,Texas,480,Goliad,GOLIAD,Goliad,2541,0,843,0,,
G4801770,1860,Texas,480,Gonzales,GONZALES,Gonzales,4891,0,3168,0,,
G4801810,1860,Texas,480,Grayson,GRAYSON,Grayson,6892,0,1292,0,,
G4801850,1860,Texas,480,Grimes,GRIMES,Grimes,4832,1,5468,6,,
G4801870,1860,Texas,480,Guadalupe,GUADALUPE,Guadalupe,3689,7,1748,0,,
G4801930,1860,Texas,480,Hamilton,HAMILTON,Hamilton,463,0,26,0,,
G4801970,1860,Texas,480,Hardeman,HARDEMAN,Hardeman,,,,,,
G4801990,1860,Texas,480,Hardin,HARDIN,Hardin,1162,0,191,0,,
G4802010,1860,Texas,480,Harris,HARRIS,Harris,7008,9,2053,0,,
G4802030,1860,Texas,480,Harrison,HARRISON,Harrison,6217,0,8784,0,,
G4802070,1860,Texas,480,Haskell,HASKELL,Haskell,,,,,,
G4802090,1860,Texas,480,Hays,HAYS,Hays,1329,0,797,0,,
G4802130,1860,Texas,480,Henderson,HENDERSON,Henderson,3478,1,1116,0,,
G4802150,1860,Texas,480,Hidalgo,HIDALGO,Hidalgo,1155,34,1,2,,
G4802170,1860,Texas,480,Hill,HILL,Hill,3003,0,650,0,,
G4802230,1860,Texas,480,Hopkins,HOPKINS,Hopkins,6749,0,990,6,,
G4802250,1860,Texas,480,Houston,HOUSTON,Houston,5239,0,2819,0,,
G4802310,1860,Texas,480,Hunt,HUNT,Hunt,6053,0,577,0,,
G4802370,1860,Texas,480,Jack,JACK,Jack,950,0,50,0,,
G4802390,1860,Texas,480,Jackson,JACKSON,Jackson,1396,22,1194,0,,
G4802410,1860,Texas,480,Jasper,JASPER,Jasper,2426,0,1611,0,,
G4802450,1860,Texas,480,Jefferson,JEFFERSON,Jefferson,1684,2,309,0,,
G4802510,1860,Texas,480,Johnson,JOHNSON,Johnson,3792,0,513,0,,
G4802530,1860,Texas,480,Jones,JONES,Jones,,,,,,
G4802550,1860,Texas,480,Karnes,KARNES,Karnes,1844,0,327,0,,
G4802570,1860,Texas,480,Kaufman,KAUFMAN,Kaufman,3403,0,533,0,,
G4802650,1860,Texas,480,Kerr,KERR,Kerr,585,0,49,0,,
G4802670,1860,Texas,480,Kimble,KIMBLE,Kimble,,,,,,
G4802710,1860,Texas,480,Kinney,KINNEY,Kinney,46,15,0,0,,
G4802750,1860,Texas,480,Knox,KNOX,Knox,,,,,,
G4802770,1860,Texas,480,Lamar,LAMAR,Lamar,7294,9,2833,0,,
G4802810,1860,Texas,480,Lampasas,LAMPASAS,Lampasas,874,1,153,0,,
G4802830,1860,Texas,480,La Salle,LA SALLE,La Salle,,,,,,
G4802850,1860,Texas,480,Lavaca,LAVACA,Lavaca,4238,0,1707,0,,
G4802890,1860,Texas,480,Leon,LEON,Leon,4161,0,2620,0,,
G4802910,1860,Texas,480,Liberty,LIBERTY,Liberty,2102,8,1079,0,,
G4802930,1860,Texas,480,Limestone,LIMESTONE,Limestone,3464,1,1072,0,,
G4802970,1860,Texas,480,Live Oak,LIVE OAK,Live Oak,508,0,85,0,,
G4802990,1860,Texas,480,Llano,LLANO,Llano,1047,0,54,0,,
G4803070,1860,Texas,480,McCulloch,MCCULLOCH,Mcculloch,,,,,,
G4803090,1860,Texas,480,McLennan,MCLENNAN,Mclennan,3799,9,2395,3,,
G4803110,1860,Texas,480,McMullen,MCMULLEN,Mcmullen,,,,,,
G4803130,1860,Texas,480,Madison,MADISON,Madison,1563,0,675,0,,
G4803150,1860,Texas,480,Marion,MARION,Marion,1960,0,2017,0,,
G4803190,1860,Texas,480,Mason,MASON,Mason,606,6,18,0,,
G4803210,1860,Texas,480,Matagorda,MATAGORDA,Matagorda,1347,0,2107,0,,
G4803230,1860,Texas,480,Maverick,MAVERICK,Maverick,704,21,1,0,,
G4803250,1860,Texas,480,Medina,MEDINA,Medina,1732,0,106,0,,
G4803275,1860,Texas,480,Menora,MENORA,Menora,,,,,,
G4803310,1860,Texas,480,Milam,MILAM,Milam,3632,1,1542,0,,
G4803370,1860,Texas,480,Montague,MONTAGUE,Montague,814,0,35,0,,
G4803390,1860,Texas,480,Montgomery,MONTGOMERY,Montgomery,2668,0,2811,0,,
G4803470,1860,Texas,480,Nacogdoches,NACOGDOCHES,Nacogdoches,5930,3,2359,0,,
G4803490,1860,Texas,480,Navarro,NAVARRO,Navarro,4105,1,1890,0,,
G4803510,1860,Texas,480,Newton,NEWTON,Newton,2106,0,1013,0,,
G4803550,1860,Texas,480,Nueces,NUECES,Nueces,2689,1,216,0,,
G4803610,1860,Texas,480,Orange,ORANGE,Orange,1495,29,392,0,,
G4803630,1860,Texas,480,Palo Pinto,PALO PINTO,Palo Pinto,1394,0,130,0,,
G4803650,1860,Texas,480,Panola,PANOLA,Panola,5417,0,3058,0,,
G4803670,1860,Texas,480,Parker,PARKER,Parker,3991,0,222,0,,
G4803730,1860,Texas,480,Polk,POLK,Polk,4098,4,4198,0,,
G4803770,1860,Texas,480,Presidio,PRESIDIO,Presidio,574,2,4,0,,
G4803870,1860,Texas,480,Red River,RED RIVER,Red River,5491,5,3039,0,,
G4803910,1860,Texas,480,Refugio,REFUGIO,Refugio,1212,6,234,148,,
G4803950,1860,Texas,480,Robertson,ROBERTSON,Robertson,2739,0,2258,0,,
G4803990,1860,Texas,480,Runnels,RUNNELS,Runnels,,,,,,
G4804010,1860,Texas,480,Rusk,RUSK,Rusk,9670,1,6132,0,,
G4804030,1860,Texas,480,Sabine,SABINE,Sabine,1600,0,1150,0,,
G4804050,1860,Texas,480,San Augustine,SAN AUGUSTINE,San Augustine,2377,0,1717,0,,
G4804090,1860,Texas,480,San Patricio,SAN PATRICIO,San Patricio,525,0,95,0,,
G4804110,1860,Texas,480,San Saba,SAN SABA,San Saba,824,0,89,0,,
G4804170,1860,Texas,480,Shackelford,SHACKELFORD,Shackelford,35,0,9,0,,
G4804190,1860,Texas,480,Shelby,SHELBY,Shelby,3885,1,1476,0,,
G4804230,1860,Texas,480,Smith,SMITH,Smith,8408,2,4982,0,,
G4804270,1860,Texas,480,Starr,STARR,Starr,2396,4,6,0,,
G4804390,1860,Texas,480,Tarrant,TARRANT,Tarrant,5170,0,850,0,,
G4804410,1860,Texas,480,Taylor,TAYLOR,Taylor,,,,,,
G4804470,1860,Texas,480,Throckmorton,THROCKMORTON,Throckmorton,124,0,0,0,,
G4804490,1860,Texas,480,Titus,TITUS,Titus,7209,1,2438,0,,
G4804530,1860,Texas,480,Travis,TRAVIS,Travis,4931,13,3136,0,,
G4804550,1860,Texas,480,Trinity,TRINITY,Trinity,3432,1,959,0,,
G4804570,1860,Texas,480,Tyler,TYLER,Tyler,3377,0,1148,0,,
G4804590,1860,Texas,480,Upshur,UPSHUR,Upshur,6851,0,3794,0,,
G4804630,1860,Texas,480,Uvalde,UVALDE,Uvalde,479,0,27,0,,
G4804670,1860,Texas,480,Van Zandt,VAN ZANDT,Van Zandt,3453,2,322,0,,
G4804690,1860,Texas,480,Victoria,VICTORIA,Victoria,2757,1,1413,0,,
G4804710,1860,Texas,480,Walker,WALKER,Walker,4056,0,4135,0,,
G4804770,1860,Texas,480,Washington,WASHINGTON,Washington,7268,3,7941,3,,
G4804790,1860,Texas,480,Webb,WEBB,Webb,1397,0,0,0,,
G4804810,1860,Texas,480,Wharton,WHARTON,Wharton,646,0,2734,0,,
G4804910,1860,Texas,480,Williamson,WILLIAMSON,Williamson,3638,0,891,0,,
G4804970,1860,Texas,480,Wise,WISE,Wise,3031,1,128,0,,
G4804990,1860,Texas,480,Wood,WOOD,Wood,3963,0,1005,0,,
G4805030,1860,Texas,480,Young,YOUNG,Young,500,0,92,0,,
G4805050,1860,Texas,480,Zapata,ZAPATA,Zapata,1248,0,0,0,,
G4805070,1860,Texas,480,Zavala,ZAVALA,Zavala,26,0,0,0,,
G4950015,1860,Utah Territory,495,Beaver,BEAVER,Beaver,785,0,0,0,,
G4950035,1860,Utah Territory,495,Box Elder,BOX ELDER,Box Elder,1608,0,0,0,,
G4950055,1860,Utah Territory,495,Cache,CACHE,Cache,2601,0,0,4,,
G4950075,1860,Utah Territory,495,Carson,CARSON,Carson,6667,45,0,0,,
G4950095,1860,Utah Territory,495,Cedar,CEDAR,Cedar,741,0,0,0,,
G4950115,1860,Utah Territory,495,Davis,DAVIS,Davis,2886,0,10,8,,
G4950135,1860,Utah Territory,495,Deseret,DESERET,Deseret,,,,,,
G4950215,1860,Utah Territory,495,Greasewood,GREASEWOOD,Greasewood,,,,,,
G4950255,1860,Utah Territory,495,Green River,GREEN RIVER,Green River,133,0,0,8,,
G4950275,1860,Utah Territory,495,Humboldt,HUMBOLDT,Humboldt,40,0,0,0,,
G4950295,1860,Utah Territory,495,Iron,IRON,Iron,1010,0,0,0,,
G4950315,1860,Utah Territory,495,Juab,JUAB,Juab,672,0,0,0,,
G4950375,1860,Utah Territory,495,Millard,MILLARD,Millard,715,0,0,0,,
G4950495,1860,Utah Territory,495,Salt Lake,SALT LAKE,Salt Lake,11200,26,19,50,,
G4950535,1860,Utah Territory,495,Sanpete,SANPETE,Sanpete,3806,0,0,9,,
G4950575,1860,Utah Territory,495,Shambip,SHAMBIP,Shambip,162,0,0,0,,
G4950595,1860,Utah Territory,495,Summit,SUMMIT,Summit,198,0,0,0,,
G4950605,1860,Utah Territory,495,St Marys,ST MARYS,St Marys,105,0,0,0,,
G4950615,1860,Utah Territory,495,Tooele,TOOELE,Tooele,1000,0,0,8,,
G4950655,1860,Utah Territory,495,Unincorporated Territory,UNINCORPORATED TERRITORY,Unincorporated Territory,,,,,,
G4950675,1860,Utah Territory,495,Utah,UTAH,Utah,8243,4,0,1,,
G4950695,1860,Utah Territory,495,Walade,WALADE,Walade,,,,,,
G4950735,1860,Utah Territory,495,Washington,WASHINGTON,Washington,691,0,0,0,,
G4950755,1860,Utah Territory,495,Weber,WEBER,Weber,3674,0,0,1,,
G5000010,1860,Vermont,500,Addison,ADDISON,Addison,23921,89,0,0,,
G5000030,1860,Vermont,500,Bennington,BENNINGTON,Bennington,19345,91,0,0,,
G5000050,1860,Vermont,500,Caledonia,CALEDONIA,Caledonia,21684,24,0,0,,
G5000070,1860,Vermont,500,Chittenden,CHITTENDEN,Chittenden,28052,99,0,20,,
G5000090,1860,Vermont,500,Essex,ESSEX,Essex,5786,0,0,0,,
G5000110,1860,Vermont,500,Franklin,FRANKLIN,Franklin,27193,38,0,0,,
G5000130,1860,Vermont,500,Grand Isle,GRAND ISLE,Grand Isle,4271,5,0,0,,
G5000150,1860,Vermont,500,Lamoille,LAMOILLE,Lamoille,12310,1,0,0,,
G5000170,1860,Vermont,500,Orange,ORANGE,Orange,25431,24,0,0,,
G5000190,1860,Vermont,500,Orleans,ORLEANS,Orleans,18961,20,0,0,,
G5000210,1860,Vermont,500,Rutland,RUTLAND,Rutland,35806,140,0,0,,
G5000230,1860,Vermont,500,Washington,WASHINGTON,Washington,27595,17,0,0,,
G5000250,1860,Vermont,500,Windham,WINDHAM,Windham,26949,33,0,0,,
G5000270,1860,Vermont,500,Windsor,WINDSOR,Windsor,37065,128,0,0,,
G5100010,1860,Virginia,510,Accomack,ACCOMACK,Accomack,10661,3418,4507,0,,
G5100030,1860,Virginia,510,Albemarle,ALBEMARLE,Albemarle,12103,606,13916,0,,
G5100035,1860,Virginia,510,Alexandria,ALEXANDRIA,Alexandria,9851,1415,1386,0,,
G5100050,1860,Virginia,510,Alleghany,ALLEGHANY,Alleghany,5643,132,990,0,,
G5100070,1860,Virginia,510,Amelia,AMELIA,Amelia,2897,189,7655,0,,
G5100090,1860,Virginia,510,Amherst,AMHERST,Amherst,7167,297,6278,0,,
G5100110,1860,Virginia,510,Appomattox,APPOMATTOX,Appomattox,4118,171,4600,0,,
G5100150,1860,Virginia,510,Augusta,AUGUSTA,Augusta,21547,586,5616,0,,
G5100155,1860,Virginia,510,Barbour,BARBOUR,Barbour,8728,135,95,0,,
G5100170,1860,Virginia,510,Bath,BATH,Bath,2652,78,946,0,,
G5100190,1860,Virginia,510,Bedford,BEDFORD,Bedford,14388,504,10176,0,,
G5100195,1860,Virginia,510,Berkeley,BERKELEY,Berkeley,10589,286,1650,0,,
G5100215,1860,Virginia,510,Boone,BOONE,Boone,4681,1,158,0,,
G5100230,1860,Virginia,510,Botetourt,BOTETOURT,Botetourt,8441,306,2769,0,,
G5100233,1860,Virginia,510,Braxton,BRAXTON,Braxton,4885,3,104,0,,
G5100237,1860,Virginia,510,Brooke,BROOKE,Brooke,5425,51,18,0,,
G5100250,1860,Virginia,510,Brunswick,BRUNSWICK,Brunswick,4992,671,9146,0,,
G5100270,1860,Virginia,510,Buchanan,BUCHANAN,Buchanan,2762,1,30,0,,
G5100290,1860,Virginia,510,Buckingham,BUCKINGHAM,Buckingham,6041,360,8811,0,,
G5100293,1860,Virginia,510,Cabell,CABELL,Cabell,7691,24,305,0,,
G5100297,1860,Virginia,510,Calhoun,CALHOUN,Calhoun,2492,1,9,0,,
G5100310,1860,Virginia,510,Campbell,CAMPBELL,Campbell,13588,1029,11580,0,,
G5100330,1860,Virginia,510,Caroline,CAROLINE,Caroline,6948,844,10672,0,,
G5100350,1860,Virginia,510,Carroll,CARROLL,Carroll,7719,31,262,0,,
G5100360,1860,Virginia,510,Charles City,CHARLES CITY,Charles City,1806,856,2947,0,,
G5100370,1860,Virginia,510,Charlotte,CHARLOTTE,Charlotte,4981,252,9238,0,,
G5100410,1860,Virginia,510,Chesterfield,CHESTERFIELD,Chesterfield,10019,643,8354,0,,
G5100430,1860,Virginia,510,Clarke,CLARKE,Clarke,3707,64,3375,0,,
G5100435,1860,Virginia,510,Clay,CLAY,Clay,1761,5,21,0,,
G5100450,1860,Virginia,510,Craig,CRAIG,Craig,3103,30,420,0,,
G5100470,1860,Virginia,510,Culpeper,CULPEPER,Culpeper,4959,429,6675,0,,
G5100490,1860,Virginia,510,Cumberland,CUMBERLAND,Cumberland,2946,310,6705,0,,
G5100530,1860,Virginia,510,Dinwiddie,DINWIDDIE,Dinwiddie,13678,3746,12774,0,,
G5100533,1860,Virginia,510,Doddridge,DODDRIDGE,Doddridge,5168,1,34,0,,
G5100550,1860,Virginia,510,Elizabeth City,ELIZABETH CITY,Elizabeth City,3180,201,2417,0,,
G5100570,1860,Virginia,510,Essex,ESSEX,Essex,3296,477,6696,0,,
G5100590,1860,Virginia,510,Fairfax,FAIRFAX,Fairfax,8046,672,3116,0,,
G5100610,1860,Virginia,510,Fauquier,FAUQUIER,Fauquier,10430,821,10455,0,,
G5100615,1860,Virginia,510,Fayette,FAYETTE,Fayette,5716,10,271,0,,
G5100630,1860,Virginia,510,Floyd,FLOYD,Floyd,7745,16,475,0,,
G5100650,1860,Virginia,510,Fluvanna,FLUVANNA,Fluvanna,5093,266,4994,0,,
G5100670,1860,Virginia,510,Franklin,FRANKLIN,Franklin,13642,105,6351,0,,
G5100690,1860,Virginia,510,Frederick,FREDERICK,Frederick,13079,1208,2259,0,,
G5100710,1860,Virginia,510,Giles,GILES,Giles,6038,67,778,0,,
G5100715,1860,Virginia,510,Gilmer,GILMER,Gilmer,3685,22,52,0,,
G5100730,1860,Virginia,510,Gloucester,GLOUCESTER,Gloucester,4517,703,5736,0,,
G5100750,1860,Virginia,510,Goochland,GOOCHLAND,Goochland,3814,703,6139,0,,
G5100770,1860,Virginia,510,Grayson,GRAYSON,Grayson,7653,52,547,0,,
G5100775,1860,Virginia,510,Greenbrier,GREENBRIER,Greenbrier,10500,186,1525,0,,
G5100790,1860,Virginia,510,Greene,GREENE,Greene,3015,23,1984,0,,
G5100810,1860,Virginia,510,Greensville,GREENSVILLE,Greensville,1974,233,4167,0,,
G5100830,1860,Virginia,510,Halifax,HALIFAX,Halifax,11060,563,14897,0,,
G5100833,1860,Virginia,510,Hampshire,HAMPSHIRE,Hampshire,12478,222,1213,0,,
G5100837,1860,Virginia,510,Hancock,HANCOCK,Hancock,4442,1,2,0,,
G5100850,1860,Virginia,510,Hanover,HANOVER,Hanover,7482,257,9483,0,,
G5100853,1860,Virginia,510,Hardy,HARDY,Hardy,8521,270,1073,0,,
G5100857,1860,Virginia,510,Harrison,HARRISON,Harrison,13176,32,582,0,,
G5100870,1860,Virginia,510,Henrico,HENRICO,Henrico,37966,3590,20041,19,,
G5100890,1860,Virginia,510,Henry,HENRY,Henry,6773,314,5018,0,,
G5100910,1860,Virginia,510,Highland,HIGHLAND,Highland,3890,27,402,0,,
G5100930,1860,Virginia,510,Isle Of Wight,ISLE OF WIGHT,Isle Of Wight,5037,1370,3570,0,,
G5100935,1860,Virginia,510,Jackson,JACKSON,Jackson,8240,11,55,0,,
G5100950,1860,Virginia,510,James City,JAMES CITY,James City,2167,1045,2586,0,,
G5100953,1860,Virginia,510,Jefferson,JEFFERSON,Jefferson,10064,511,3960,0,,
G5100957,1860,Virginia,510,Kanawha,KANAWHA,Kanawha,13785,181,2184,0,,
G5100970,1860,Virginia,510,King And Queen,KING AND QUEEN,King And Queen,3801,388,6139,0,,
G5100990,1860,Virginia,510,King George,KING GEORGE,King George,2510,388,3673,0,,
G5101010,1860,Virginia,510,King William,KING WILLIAM,King William,2589,416,5525,0,,
G5101030,1860,Virginia,510,Lancaster,LANCASTER,Lancaster,1981,301,2869,0,,
G5101050,1860,Virginia,510,Lee,LEE,Lee,10185,13,824,10,,
G5101053,1860,Virginia,510,Lewis,LEWIS,Lewis,7736,33,230,0,,
G5101057,1860,Virginia,510,Logan,LOGAN,Logan,4789,1,148,0,,
G5101070,1860,Virginia,510,Loudoun,LOUDOUN,Loudoun,15021,1252,5501,0,,
G5101090,1860,Virginia,510,Louisa,LOUISA,Louisa,6183,324,10194,0,,
G5101110,1860,Virginia,510,Lunenburg,LUNENBURG,Lunenburg,4421,257,7305,0,,
G5101130,1860,Virginia,510,Madison,MADISON,Madison,4360,97,4397,0,,
G5101133,1860,Virginia,510,Marion,MARION,Marion,12656,3,63,0,,
G5101135,1860,Virginia,510,Marshall,MARSHALL,Marshall,12911,57,29,0,,
G5101137,1860,Virginia,510,Mason,MASON,Mason,8750,47,376,0,,
G5101150,1860,Virginia,510,Mathews,MATHEWS,Matthews,3865,218,3008,0,,
G5101155,1860,Virginia,510,McDowell,McDOWELL,McDowell,1535,0,0,0,,
G5101170,1860,Virginia,510,Mecklenburg,MECKLENBURG,Mecklenburg,6778,898,12420,0,,
G5101175,1860,Virginia,510,Mercer,MERCER,Mercer,6428,29,362,0,,
G5101190,1860,Virginia,510,Middlesex,MIDDLESEX,Middlesex,1863,126,2375,0,,
G5101193,1860,Virginia,510,Monongalia,MONONGALIA,Monongalia,12901,46,101,0,,
G5101197,1860,Virginia,510,Monroe,MONROE,Monroe,9536,107,1114,0,,
G5101210,1860,Virginia,510,Montgomery,MONTGOMERY,Montgomery,8251,147,2219,0,,
G5101215,1860,Virginia,510,Morgan,MORGAN,Morgan,3614,24,94,0,,
G5101230,1860,Virginia,510,Nansemond,NANSEMOND,Nansemond,5732,2480,5481,0,,
G5101250,1860,Virginia,510,Nelson,NELSON,Nelson,6649,128,6238,0,,
G5101270,1860,Virginia,510,New Kent,NEW KENT,New Kent,2145,364,3374,1,,
G5101275,1860,Virginia,510,Nicholas,NICHOLAS,Nicholas,4471,2,154,0,,
G5101290,1860,Virginia,510,Norfolk,NORFOLK,Norfolk,24357,2803,9004,63,,
G5101310,1860,Virginia,510,Northampton,NORTHAMPTON,Northampton,2998,962,3872,0,,
G5101330,1860,Virginia,510,Northumberland,NORTHUMBERLAND,Northumberland,3870,222,3439,0,,
G5101350,1860,Virginia,510,Nottoway,NOTTOWAY,Nottoway,2270,98,6468,0,,
G5101355,1860,Virginia,510,Ohio,OHIO,Ohio,22196,126,100,0,,
G5101370,1860,Virginia,510,Orange,ORANGE,Orange,4553,187,6111,0,,
G5101390,1860,Virginia,510,Page,PAGE,Page,6875,384,850,0,,
G5101410,1860,Virginia,510,Patrick,PATRICK,Patrick,7158,131,2070,0,,
G5101415,1860,Virginia,510,Pendleton,PENDLETON,Pendleton,5870,50,244,0,,
G5101430,1860,Virginia,510,Pittsylvania,PITTSYLVANIA,Pittsylvania,17105,659,14340,0,,
G5101433,1860,Virginia,510,Pleasants,PLEASANTS,Pleasants,2925,5,15,0,,
G5101437,1860,Virginia,510,Pocahontas,POCAHONTAS,Pocahontas,3686,20,252,0,,
G5101450,1860,Virginia,510,Powhatan,POWHATAN,Powhatan,2580,409,5403,0,,
G5101455,1860,Virginia,510,Preston,PRESTON,Preston,13182,45,67,18,,
G5101470,1860,Virginia,510,Prince Edward,PRINCE EDWARD,Prince Edward,4037,466,7341,0,,
G5101490,1860,Virginia,510,Prince George,PRINCE GEORGE,Prince George,2899,515,4997,0,,
G5101510,1860,Virginia,510,Princess Anne,PRINCESS ANNE,Princess Anne,4333,195,3186,0,,
G5101530,1860,Virginia,510,Prince William,PRINCE WILLIAM,Prince William,5690,519,2356,0,,
G5101550,1860,Virginia,510,Pulaski,PULASKI,Pulaski,3814,13,1589,0,,
G5101553,1860,Virginia,510,Putnam,PUTNAM,Putnam,5708,13,580,0,,
G5101555,1860,Virginia,510,Raleigh,RALEIGH,Raleigh,3291,19,57,0,,
G5101557,1860,Virginia,510,Randolph,RANDOLPH,Randolph,4793,14,183,0,,
G5101570,1860,Virginia,510,Rappahannock,RAPPAHANNOCK,Rappahannock,5018,312,3520,0,,
G5101590,1860,Virginia,510,Richmond,RICHMOND,Richmond,3570,820,2466,0,,
G5101593,1860,Virginia,510,Ritchie,RITCHIE,Ritchie,6809,0,38,0,,
G5101597,1860,Virginia,510,Roane,ROANE,Roane,5307,2,72,0,,
G5101610,1860,Virginia,510,Roanoke,ROANOKE,Roanoke,5250,155,2643,0,,
G5101630,1860,Virginia,510,Rockbridge,ROCKBRIDGE,Rockbridge,12841,422,3985,0,,
G5101650,1860,Virginia,510,Rockingham,ROCKINGHAM,Rockingham,20489,532,2387,0,,
G5101670,1860,Virginia,510,Russell,RUSSELL,Russell,9130,51,1099,0,,
G5101690,1860,Virginia,510,Scott,SCOTT,Scott,11530,52,490,0,,
G5101710,1860,Virginia,510,Shenandoah,SHENANDOAH,Shenandoah,12827,316,753,0,,
G5101730,1860,Virginia,510,Smyth,SMYTH,Smyth,7732,183,1037,0,,
G5101750,1860,Virginia,510,Southampton,SOUTHAMPTON,Southampton,5713,1794,5408,0,,
G5101770,1860,Virginia,510,Spotsylvania,SPOTSYLVANIA,Spotsylvania,7716,574,7786,0,,
G5101790,1860,Virginia,510,Stafford,STAFFORD,Stafford,4922,319,3314,0,,
G5101810,1860,Virginia,510,Surry,SURRY,Surry,2334,1284,2515,0,,
G5101830,1860,Virginia,510,Sussex,SUSSEX,Sussex,3118,673,6384,0,,
G5101835,1860,Virginia,510,Taylor,TAYLOR,Taylor,7300,51,112,0,,
G5101850,1860,Virginia,510,Tazewell,TAZEWELL,Tazewell,8625,93,1202,0,,
