GISJOIN,YEAR,STATE,STATEA,COUNTY,full_name,AREANAME,total_white,free_black,total_slave,total_indian,total_halfbreed,total_asian
G2101710,1860,Kentucky,210,Monroe,MONROE,Monroe,7612,17,922,0,,
G2101730,1860,Kentucky,210,Montgomery,MONTGOMERY,Montgomery,4967,140,2752,0,,
G2101750,1860,Kentucky,210,Morgan,MORGAN,Morgan,8986,81,170,0,,
G2101770,1860,Kentucky,210,Muhlenberg,MUHLENBERG,Muhlenberg,9101,40,1584,0,,
G2101790,1860,Kentucky,210,Nelson,NELSON,Nelson,10160,109,5530,0,,
G2101810,1860,Kentucky,210,Nicholas,NICHOLAS,Nicholas,9261,155,1614,0,,
G2101830,1860,Kentucky,210,Ohio,OHIO,Ohio,10888,29,1292,0,,
G2101850,1860,Kentucky,210,Oldham,OLDHAM,Oldham,4815,37,2431,0,,
G2101870,1860,Kentucky,210,Owen,OWEN,Owen,10989,70,1660,0,,
G2101890,1860,Kentucky,210,Owsley,OWSLEY,Owsley,5205,18,112,0,,
G2101910,1860,Kentucky,210,Pendleton,PENDLETON,Pendleton,9977,42,424,0,,
G2101930,1860,Kentucky,210,Perry,PERRY,Perry,3863,14,73,0,,
G2101950,1860,Kentucky,210,Pike,PIKE,Pike,7247,40,97,0,,
G2101970,1860,Kentucky,210,Powell,POWELL,Powell,2108,24,125,0,,
G2101990,1860,Kentucky,210,Pulaski,PULASKI,Pulaski,15819,52,1330,0,,
G2102030,1860,Kentucky,210,Rockcastle,ROCKCASTLE,Rockcastle,4946,40,357,0,,
G2102050,1860,Kentucky,210,Rowan,ROWAN,Rowan,2139,1,142,0,,
G2102070,1860,Kentucky,210,Russell,RUSSELL,Russell,5453,12,559,0,,
G2102090,1860,Kentucky,210,Scott,SCOTT,Scott,8441,232,5744,0,,
G2102110,1860,Kentucky,210,Shelby,SHELBY,Shelby,9634,165,6634,0,,
G2102130,1860,Kentucky,210,Simpson,SIMPSON,Simpson,5743,96,2307,0,,
G2102150,1860,Kentucky,210,Spencer,SPENCER,Spencer,3974,9,2205,0,,
G2102170,1860,Kentucky,210,Taylor,TAYLOR,Taylor,5755,129,1597,0,,
G2102190,1860,Kentucky,210,Todd,TODD,Todd,6681,45,4849,0,,
G2102210,1860,Kentucky,210,Trigg,TRIGG,Trigg,7562,41,3448,0,,
G2102230,1860,Kentucky,210,Trimble,TRIMBLE,Trimble,5044,5,831,0,,
G2102250,1860,Kentucky,210,Union,UNION,Union,9666,20,3105,0,,
G2102270,1860,Kentucky,210,Warren,WARREN,Warren,11799,203,5318,0,,
G2102290,1860,Kentucky,210,Washington,WASHINGTON,Washington,8707,46,2822,0,,
G2102310,1860,Kentucky,210,Wayne,WAYNE,Wayne,9244,28,987,0,,
G2102330,1860,Kentucky,210,Webster,WEBSTER,Webster,6417,33,1083,0,,
G2102350,1860,Kentucky,210,Whitley,WHITLEY,Whitley,7552,26,183,1,,
G2102390,1860,Kentucky,210,Woodford,WOODFORD,Woodford,5276,114,5829,0,,
G2200050,1860,Louisiana,220,Ascension,ASCENSION,Ascension,3940,168,7376,0,,
G2200070,1860,Louisiana,220,Assumption,ASSUMPTION,Assumption,7189,94,8096,0,,
G2200090,1860,Louisiana,220,Avoyelles,AVOYELLES,Avoyelles,5904,74,7185,4,,
G2200130,1860,Louisiana,220,Bienville,BIENVILLE,Bienville,5900,100,5000,0,,
G2200150,1860,Louisiana,220,Bossier,BOSSIER,Bossier,3348,0,8000,0,,
G2200170,1860,Louisiana,220,Caddo,CADDO,Caddo,4733,69,7338,0,,
G2200190,1860,Louisiana,220,Calcasieu,CALCASIEU,Calcasieu,4451,305,1171,1,,
G2200210,1860,Louisiana,220,Caldwell,CALDWELL,Caldwell,2888,0,1945,0,,
G2200235,1860,Louisiana,220,Carroll,CARROLL,Carroll,4124,20,13908,0,,
G2200250,1860,Louisiana,220,Catahoula,CATAHOULA,Catahoula,5492,46,6113,0,,
G2200270,1860,Louisiana,220,Claiborne,CLAIBORNE,Claiborne,8996,4,7848,0,,
G2200290,1860,Louisiana,220,Concordia,CONCORDIA,Concordia,1242,21,12542,0,,
G2200310,1860,Louisiana,220,De Soto,DE SOTO,De Soto,4777,14,8507,0,,
G2200330,1860,Louisiana,220,East Baton Rouge,EAST BATON ROUGE,East Baton Rouge,6944,532,8570,0,,
G2200370,1860,Louisiana,220,East Feliciana,EAST FELICIANA,East Feliciana,4081,23,10593,0,,
G2200410,1860,Louisiana,220,Franklin,FRANKLIN,Franklin,2758,2,3402,0,,
G2200470,1860,Louisiana,220,Iberville,IBERVILLE,Iberville,3793,188,10680,0,,
G2200490,1860,Louisiana,220,Jackson,JACKSON,Jackson,5367,0,4098,0,,
G2200510,1860,Louisiana,220,Jefferson,JEFFERSON,Jefferson,9964,287,5120,1,,
G2200550,1860,Louisiana,220,Lafayette,LAFAYETTE,Lafayette,4307,231,4463,2,,
G2200570,1860,Louisiana,220,Lafourche,LAFOURCHE,Lafourche,7500,149,6395,0,,
G2200630,1860,Louisiana,220,Livingston,LIVINGSTON,Livingston,3120,0,1311,0,,
G2200650,1860,Louisiana,220,Madison,MADISON,Madison,1640,16,12477,0,,
G2200670,1860,Louisiana,220,Morehouse,MOREHOUSE,Morehouse,3784,4,6569,0,,
G2200690,1860,Louisiana,220,Natchitoches,NATCHITOCHES,Natchitoches,6304,959,9434,2,,
G2200710,1860,Louisiana,220,Orleans,ORLEANS,Orleans,149063,10939,14484,5,,
G2200730,1860,Louisiana,220,Ouachita,OUACHITA,Ouachita,1887,0,2840,0,,
G2200750,1860,Louisiana,220,Plaquemines,PLAQUEMINES,Plaquemines,2595,514,5385,0,,
G2200770,1860,Louisiana,220,Pointe Coupee,POINTE COUPEE,Pointe Coupee,4094,721,12903,0,,
G2200790,1860,Louisiana,220,Rapides,RAPIDES,Rapides,9711,291,15358,0,,
G2200850,1860,Louisiana,220,Sabine,SABINE,Sabine,4115,0,1713,0,,
G2200870,1860,Louisiana,220,St Bernard,ST BERNARD,St Bernard,1771,65,2240,0,,
G2200890,1860,Louisiana,220,St Charles,ST CHARLES,St Charles,938,177,4182,0,,
G2200910,1860,Louisiana,220,St Helena,ST HELENA,St Helena,3413,6,3711,0,,
G2200930,1860,Louisiana,220,St James,ST JAMES,St James,3348,61,8090,0,,
G2200950,1860,Louisiana,220,St John The Baptist,ST JOHN THE BAPTIST,St John The Baptist,3037,299,4594,0,,
G2200970,1860,Louisiana,220,St Landry,ST LANDRY,St Landry,10703,965,11436,0,,
G2200990,1860,Louisiana,220,St Martin,ST MARTIN,St Martin,4984,311,7358,21,,
G2201010,1860,Louisiana,220,St Mary,ST MARY,St Mary,3475,251,13057,33,,
G2201030,1860,Louisiana,220,St Tammany,ST TAMMANY,St Tammany,3153,412,1841,0,,
G2201070,1860,Louisiana,220,Tensas,TENSAS,Tensas,1479,7,14592,0,,
G2201090,1860,Louisiana,220,Terrebonne,TERREBONNE,Terrebonne,5131,72,6785,103,,
G2201110,1860,Louisiana,220,Union,UNION,Union,6641,3,3745,0,,
G2201130,1860,Louisiana,220,Vermilion,VERMILION,Vermillion,3001,7,1316,0,,
G2201170,1860,Louisiana,220,Washington,WASHINGTON,Washington,2996,22,1690,0,,
G2201210,1860,Louisiana,220,West Baton Rouge,WEST BATON ROUGE,West Baton Rouge,1859,113,5340,0,,
G2201250,1860,Louisiana,220,West Feliciana,WEST FELICIANA,West Feliciana,2036,64,9571,0,,
G2201270,1860,Louisiana,220,Winn,WINN,Winn,5480,41,1354,1,,
G2300010,1860,Maine,230,Androscoggin,ANDROSCOGGIN,Androscoggin,29715,11,0,0,,
G2300030,1860,Maine,230,Aroostook,AROOSTOOK,Aroostook,22453,26,0,0,,
G2300050,1860,Maine,230,Cumberland,CUMBERLAND,Cumberland,75116,475,0,0,,
G2300070,1860,Maine,230,Franklin,FRANKLIN,Franklin,20398,5,0,0,,
G2300090,1860,Maine,230,Hancock,HANCOCK,Hancock,37717,40,0,0,,
G2300110,1860,Maine,230,Kennebec,KENNEBEC,Kennebec,55511,144,0,0,,
G2300130,1860,Maine,230,Knox,KNOX,Knox,32586,130,0,0,,
G2300150,1860,Maine,230,Lincoln,LINCOLN,Lincoln,27814,46,0,0,,
G2300170,1860,Maine,230,Oxford,OXFORD,Oxford,36696,2,0,0,,
G2300190,1860,Maine,230,Penobscot,PENOBSCOT,Penobscot,72632,99,0,0,,
G2300210,1860,Maine,230,Piscataquis,PISCATAQUIS,Piscataquis,15032,0,0,0,,
G2300230,1860,Maine,230,Sagadahoc,SAGADAHOC,Sagadahoc,21702,83,0,5,,
G2300250,1860,Maine,230,Somerset,SOMERSET,Somerset,36738,15,0,0,,
G2300270,1860,Maine,230,Waldo,WALDO,Waldo,38423,24,0,0,,
G2300290,1860,Maine,230,Washington,WASHINGTON,Washington,42360,174,0,0,,
G2300310,1860,Maine,230,York,YORK,York,62054,53,0,0,,
G2400010,1860,Maryland,240,Allegany,ALLEGANY,Allegany,27215,467,666,0,,
G2400030,1860,Maryland,240,Anne Arundel,ANNE ARUNDEL,Anne Arundel,11704,4864,7332,0,,
G2400050,1860,Maryland,240,Baltimore,BALTIMORE,Baltimore,46722,4231,3182,0,,
G2400090,1860,Maryland,240,Calvert,CALVERT,Calvert,3997,1841,4609,0,,
G2400110,1860,Maryland,240,Caroline,CAROLINE,Caroline,7604,2786,739,0,,
G2400130,1860,Maryland,240,Carroll,CARROLL,Carroll,22525,1225,783,0,,
G2400150,1860,Maryland,240,Cecil,CECIL,Cecil,19994,2918,950,0,,
G2400170,1860,Maryland,240,Charles,CHARLES,Charles,5796,1068,9653,0,,
G2400190,1860,Maryland,240,Dorchester,DORCHESTER,Dorchester,11654,4684,4123,0,,
G2400210,1860,Maryland,240,Frederick,FREDERICK,Frederick,38391,4957,3243,0,,
G2400250,1860,Maryland,240,Harford,HARFORD,Harford,17971,3644,1800,0,,
G2400270,1860,Maryland,240,Howard,HOWARD,Howard,9081,1395,2862,0,,
G2400290,1860,Maryland,240,Kent,KENT,Kent,7347,3411,2509,0,,
G2400310,1860,Maryland,240,Montgomery,MONTGOMERY,Montgomery,11349,1552,5421,0,,
G2400330,1860,Maryland,240,Prince Georges,PRINCE GEORGES,Prince Georges,9650,1198,12479,0,,
G2400350,1860,Maryland,240,Queen Anne's,QUEEN ANNE'S,Queen Anne's,8415,3372,4174,0,,
G2400370,1860,Maryland,240,St Mary's,ST MARY'S,St Mary's,6798,1866,6549,0,,
G2400390,1860,Maryland,240,Somerset,SOMERSET,Somerset,15332,4571,5089,0,,
G2400410,1860,Maryland,240,Talbot,TALBOT,Talbot,8106,2964,3725,0,,
G2400430,1860,Maryland,240,Washington,WASHINGTON,Washington,28305,1677,1435,0,,
G2400470,1860,Maryland,240,Worcester,WORCESTER,Worcester,13442,3571,3648,0,,
G2405100,1860,Maryland,240,Baltimore City,BALTIMORE CITY,Baltimore City,184520,25680,2218,0,,
G2500010,1860,Massachusetts,250,Barnstable,BARNSTABLE,Barnstable,35890,100,0,0,,
G2500030,1860,Massachusetts,250,Berkshire,BERKSHIRE,Berkshire,53910,1210,0,0,,
G2500050,1860,Massachusetts,250,Bristol,BRISTOL,Bristol,91858,1936,0,0,,
G2500070,1860,Massachusetts,250,Dukes,DUKES,Dukes,4385,18,0,0,,
G2500090,1860,Massachusetts,250,Essex,ESSEX,Essex,164952,659,0,0,,
G2500110,1860,Massachusetts,250,Franklin,FRANKLIN,Franklin,31370,64,0,0,,
G2500130,1860,Massachusetts,250,Hampden,HAMPDEN,Hampden,56883,483,0,0,,
G2500150,1860,Massachusetts,250,Hampshire,HAMPSHIRE,Hampshire,37569,254,0,0,,
G2500170,1860,Massachusetts,250,Middlesex,MIDDLESEX,Middlesex,215458,896,0,0,,
G2500190,1860,Massachusetts,250,Nantucket,NANTUCKET,Nantucket,5966,128,0,0,,
G2500210,1860,Massachusetts,250,Norfolk,NORFOLK,Norfolk,109702,248,0,0,,
G2500230,1860,Massachusetts,250,Plymouth,PLYMOUTH,Plymouth,64329,439,0,0,,
G2500250,1860,Massachusetts,250,Suffolk,SUFFOLK,Suffolk,190279,2398,0,23,,
G2500270,1860,Massachusetts,250,Worcester,WORCESTER,Worcester,158881,769,0,9,,
G2600010,1860,Michigan,260,Alcona,ALCONA,Alcona,185,0,0,0,,
G2600050,1860,Michigan,260,Allegan,ALLEGAN,Allegan,15923,58,0,106,,
G2600070,1860,Michigan,260,Alpena,ALPENA,Alpena,290,0,0,0,,
G2600090,1860,Michigan,260,Antrim,ANTRIM,Antrim,178,0,0,1,,
G2600150,1860,Michigan,260,Barry,BARRY,Barry,13785,58,0,15,,
G2600170,1860,Michigan,260,Bay,BAY,Bay,3106,6,0,52,,
G2600210,1860,Michigan,260,Berrien,BERRIEN,Berrien,21931,410,0,37,,
G2600230,1860,Michigan,260,Branch,BRANCH,Branch,20948,33,0,0,,
G2600250,1860,Michigan,260,Calhoun,CALHOUN,Calhoun,29180,376,0,8,,
G2600270,1860,Michigan,260,Cass,CASS,Cass,16291,1368,0,62,,
G2600310,1860,Michigan,260,Cheboygan,CHEBOYGAN,Cheboygan,393,0,0,124,,
G2600330,1860,Michigan,260,Chippewa,CHIPPEWA,Chippewa,1351,8,0,244,,
G2600370,1860,Michigan,260,Clinton,CLINTON,Clinton,13902,14,0,0,,
G2600410,1860,Michigan,260,Delta,DELTA,Delta,1052,0,0,120,,
G2600450,1860,Michigan,260,Eaton,EATON,Eaton,16454,16,0,6,,
G2600470,1860,Michigan,260,Emmet,EMMET,Emmet,123,0,0,1026,,
G2600490,1860,Michigan,260,Genesee,GENESEE,Genesee,22407,44,0,47,,
G2600510,1860,Michigan,260,Gladwin,GLADWIN,Gladwin,14,0,0,0,,
G2600550,1860,Michigan,260,Grand Traverse,GRAND TRAVERSE,Grand Traverse,1243,0,0,43,,
G2600570,1860,Michigan,260,Gratiot,GRATIOT,Gratiot,4024,9,0,9,,
G2600590,1860,Michigan,260,Hillsdale,HILLSDALE,Hillsdale,25642,33,0,0,,
G2600610,1860,Michigan,260,Houghton,HOUGHTON,Houghton,8893,62,0,279,,
G2600630,1860,Michigan,260,Huron,HURON,Huron,3164,1,0,0,,
G2600650,1860,Michigan,260,Ingham,INGHAM,Ingham,17398,37,0,0,,
G2600670,1860,Michigan,260,Ionia,IONIA,Ionia,16612,30,0,40,,
G2600690,1860,Michigan,260,Iosco,IOSCO,Iosco,175,0,0,0,,
G2600730,1860,Michigan,260,Isabella,ISABELLA,Isabella,595,0,0,848,,
G2600750,1860,Michigan,260,Jackson,JACKSON,Jackson,26486,185,0,0,,
G2600770,1860,Michigan,260,Kalamazoo,KALAMAZOO,Kalamazoo,24327,319,0,0,,
G2600810,1860,Michigan,260,Kent,KENT,Kent,30590,125,0,1,,
G2600870,1860,Michigan,260,Lapeer,LAPEER,Lapeer,14685,52,0,17,,
G2600890,1860,Michigan,260,Leelanau,LEELANAU,Leelanau,1527,3,0,628,,
G2600910,1860,Michigan,260,Lenawee,LENAWEE,Lenawee,37861,243,0,8,,
G2600930,1860,Michigan,260,Livingston,LIVINGSTON,Livingston,16825,26,0,0,,
G2600990,1860,Michigan,260,Macomb,MACOMB,Macomb,22780,63,0,0,,
G2601010,1860,Michigan,260,Manistee,MANISTEE,Manistee,971,4,0,0,,
G2601015,1860,Michigan,260,Manitou,MANITOU,Manitou,862,0,0,180,,
G2601030,1860,Michigan,260,Marquette,MARQUETTE,Marquette,2734,60,0,27,,
G2601050,1860,Michigan,260,Mason,MASON,Mason,419,1,0,411,,
G2601070,1860,Michigan,260,Mecosta,MECOSTA,Mecosta,965,5,0,0,,
G2601095,1860,Michigan,260,Michilimackinac,MICHILIMACKINAC,Michilimackinac,1011,20,0,907,,
G2601110,1860,Michigan,260,Midland,MIDLAND,Midland,786,1,0,0,,
G2601150,1860,Michigan,260,Monroe,MONROE,Monroe,21564,29,0,0,,
G2601170,1860,Michigan,260,Montcalm,MONTCALM,Montcalm,3957,11,0,0,,
G2601210,1860,Michigan,260,Muskegon,MUSKEGON,Muskegon,3923,24,0,0,,
G2601230,1860,Michigan,260,Newaygo,NEWAYGO,Newaygo,2661,50,0,49,,
G2601250,1860,Michigan,260,Oakland,OAKLAND,Oakland,37952,309,0,0,,
G2601270,1860,Michigan,260,Oceana,OCEANA,Oceana,1236,10,0,570,,
G2601310,1860,Michigan,260,Ontonagon,ONTONAGON,Ontonagon,4544,24,0,0,,
G2601330,1860,Michigan,260,Osceola,OSCEOLA,Osceola,27,0,0,0,,
G2601390,1860,Michigan,260,Ottawa,OTTAWA,Ottawa,13167,43,0,5,,
G2601410,1860,Michigan,260,Presque Isle,PRESQUE ISLE,Presque Isle,26,0,0,0,,
G2601450,1860,Michigan,260,Saginaw,SAGINAW,Saginaw,12557,38,0,98,,
G2601470,1860,Michigan,260,St Clair,ST CLAIR,St Clair,26551,53,0,0,,
G2601490,1860,Michigan,260,St Joseph,ST JOSEPH,St Joseph,21200,62,0,0,,
G2601510,1860,Michigan,260,Sanilac,SANILAC,Sanilac,7599,0,0,0,,
G2601530,1860,Michigan,260,Schoolcraft,SCHOOLCRAFT,Schoolcraft,52,4,0,22,,
G2601550,1860,Michigan,260,Shiawassee,SHIAWASSEE,Shiawassee,12334,14,0,1,,
G2601570,1860,Michigan,260,Tuscola,TUSCOLA,Tuscola,4882,0,0,4,,
G2601590,1860,Michigan,260,Van Buren,VAN BUREN,Van Buren,14901,151,0,172,,
G2601610,1860,Michigan,260,Washtenaw,WASHTENAW,Washtenaw,35049,634,0,3,,
G2601630,1860,Michigan,260,Wayne,WAYNE,Wayne,73872,1673,0,2,,
G2700010,1860,Minnesota,270,Aitkin,AITKIN,Aitkin,2,0,0,0,,
G2700030,1860,Minnesota,270,Anoka,ANOKA,Anoka,2106,0,0,0,,
G2700050,1860,Minnesota,270,Becker,BECKER,Becker,77,0,0,309,,
G2700090,1860,Minnesota,270,Benton,BENTON,Benton,626,0,0,1,,
G2700130,1860,Minnesota,270,Blue Earth,BLUE EARTH,Blue Earth,4802,1,0,0,,
G2700135,1860,Minnesota,270,Breckinridge,BRECKINRIDGE,Breckinridge,72,0,0,7,,
G2700150,1860,Minnesota,270,Brown,BROWN,Brown,2258,0,0,81,,
G2700155,1860,Minnesota,270,Buchanan,BUCHANAN,Buchanan,26,0,0,0,,
G2700170,1860,Minnesota,270,Carlton,CARLTON,Carlton,51,0,0,0,,
G2700190,1860,Minnesota,270,Carver,CARVER,Carver,5106,0,0,0,,
G2700210,1860,Minnesota,270,Cass,CASS,Cass,62,13,0,75,,
G2700250,1860,Minnesota,270,Chisago,CHISAGO,Chisago,1729,12,0,2,,
G2700330,1860,Minnesota,270,Cottonwood,COTTONWOOD,Cottonwood,12,0,0,0,,
G2700350,1860,Minnesota,270,Crow Wing,CROW WING,Crow Wing,189,0,0,80,,
G2700370,1860,Minnesota,270,Dakota,DAKOTA,Dakota,9052,39,0,2,,
G2700390,1860,Minnesota,270,Dodge,DODGE,Dodge,3797,0,0,0,,
G2700410,1860,Minnesota,270,Douglas,DOUGLAS,Douglas,195,0,0,0,,
G2700430,1860,Minnesota,270,Faribault,FARIBAULT,Faribault,1335,0,0,0,,
G2700450,1860,Minnesota,270,Fillmore,FILLMORE,Fillmore,13542,0,0,0,,
G2700470,1860,Minnesota,270,Freeborn,FREEBORN,Freeborn,3367,0,0,0,,
G2700490,1860,Minnesota,270,Goodhue,GOODHUE,Goodhue,8971,6,0,0,,
G2700530,1860,Minnesota,270,Hennepin,HENNEPIN,Hennepin,12835,13,0,1,,
G2700550,1860,Minnesota,270,Houston,HOUSTON,Houston,6645,0,0,0,,
G2700590,1860,Minnesota,270,Isanti,ISANTI,Isanti,284,0,0,0,,
G2700610,1860,Minnesota,270,Itasca,ITASCA,Itasca,7,1,0,43,,
G2700630,1860,Minnesota,270,Jackson,JACKSON,Jackson,181,0,0,0,,
G2700650,1860,Minnesota,270,Kanabec,KANABEC,Kanabec,30,0,0,0,,
G2700670,1860,Minnesota,270,Kandiyohi,KANDIYOHI,Kandiyohi,76,0,0,0,,
G2700750,1860,Minnesota,270,Lake,LAKE,Lake,248,0,0,0,,
G2700790,1860,Minnesota,270,Le Sueur,LE SUEUR,Le Sueur,5278,20,0,20,,
G2700850,1860,Minnesota,270,McLeod,MCLEOD,Mcleod,1286,0,0,0,,
G2700877,1860,Minnesota,270,Manomin,MANOMIN,Manomin,135,1,0,0,,
G2700910,1860,Minnesota,270,Martin,MARTIN,Martin,151,0,0,0,,
G2700930,1860,Minnesota,270,Meeker,MEEKER,Meeker,928,0,0,0,,
G2700950,1860,Minnesota,270,Mille Lacs,MILLE LACS,Mille Lacs,70,2,0,1,,
G2700955,1860,Minnesota,270,Monongalia,MONONGALIA,Monongalia,350,0,0,0,,
G2700970,1860,Minnesota,270,Morrison,MORRISON,Morrison,587,1,0,30,,
G2700990,1860,Minnesota,270,Mower,MOWER,Mower,3216,1,0,0,,
G2701010,1860,Minnesota,270,Murray,MURRAY,Murray,29,0,0,0,,
G2701030,1860,Minnesota,270,Nicollet,NICOLLET,Nicollet,3712,1,0,60,,
G2701050,1860,Minnesota,270,Nobles,NOBLES,Nobles,35,0,0,0,,
G2701090,1860,Minnesota,270,Olmsted,OLMSTED,Olmsted,9524,0,0,0,,
G2701110,1860,Minnesota,270,Otter Tail,OTTER TAIL,Otter Tail,178,0,0,62,,
G2701115,1860,Minnesota,270,Pembina,PEMBINA,Pembina,338,0,0,1274,,
G2701135,1860,Minnesota,270,Pierce,PIERCE,Pierce,10,0,0,1,,
G2701150,1860,Minnesota,270,Pine,PINE,Pine,75,16,0,1,,
G2701175,1860,Minnesota,270,Pipestone (old),PIPESTONE (OLD),Pipestone (old),23,0,0,0,,
G2701190,1860,Minnesota,270,Polk,POLK,Polk,146,0,0,94,,
G2701230,1860,Minnesota,270,Ramsey,RAMSEY,Ramsey,12080,70,0,0,,
G2701290,1860,Minnesota,270,Renville,RENVILLE,Renville,240,0,0,5,,
G2701310,1860,Minnesota,270,Rice,RICE,Rice,7532,11,0,0,,
G2701370,1860,Minnesota,270,St Louis,ST LOUIS,St Louis,262,0,0,144,,
G2701390,1860,Minnesota,270,Scott,SCOTT,Scott,4594,0,0,1,,
G2701410,1860,Minnesota,270,Sherburne,SHERBURNE,Sherburne,723,0,0,0,,
G2701430,1860,Minnesota,270,Sibley,SIBLEY,Sibley,3609,0,0,0,,
G2701450,1860,Minnesota,270,Stearns,STEARNS,Stearns,4502,3,0,0,,
G2701470,1860,Minnesota,270,Steele,STEELE,Steele,2863,0,0,0,,
G2701530,1860,Minnesota,270,Todd,TODD,Todd,430,0,0,0,,
G2701535,1860,Minnesota,270,Toombs,TOOMBS,Toombs,40,0,0,0,,
G2701570,1860,Minnesota,270,Wabasha,WABASHA,Wabasha,7214,14,0,0,,
G2701610,1860,Minnesota,270,Waseca,WASECA,Waseca,2598,1,0,2,,
G2701630,1860,Minnesota,270,Washington,WASHINGTON,Washington,6043,7,0,73,,
G2701690,1860,Minnesota,270,Winona,WINONA,Winona,9189,19,0,0,,
G2701710,1860,Minnesota,270,Wright,WRIGHT,Wright,3722,7,0,0,,
G2800010,1860,Mississippi,280,Adams,ADAMS,Adams,5648,225,14292,0,,
G2800050,1860,Mississippi,280,Amite,AMITE,Amite,4427,9,7900,0,,
G2800070,1860,Mississippi,280,Attala,ATTALA,Attala,9142,10,5015,2,,
G2800110,1860,Mississippi,280,Bolivar,BOLIVAR,Bolivar,1393,0,9078,0,,
G2800130,1860,Mississippi,280,Calhoun,CALHOUN,Calhoun,7695,0,1823,0,,
G2800150,1860,Mississippi,280,Carroll,CARROLL,Carroll,8214,13,13808,0,,
G2800170,1860,Mississippi,280,Chickasaw,CHICKASAW,Chickasaw,7338,1,9087,0,,
G2800190,1860,Mississippi,280,Choctaw,CHOCTAW,Choctaw,11525,0,4197,0,,
G2800210,1860,Mississippi,280,Claiborne,CLAIBORNE,Claiborne,3339,44,12296,0,,
G2800230,1860,Mississippi,280,Clarke,CLARKE,Clarke,5692,3,5076,0,,
G2800270,1860,Mississippi,280,Coahoma,COAHOMA,Coahoma,1521,0,5085,0,,
G2800290,1860,Mississippi,280,Copiah,COPIAH,Copiah,7432,1,7965,0,,
G2800310,1860,Mississippi,280,Covington,COVINGTON,Covington,2845,0,1563,0,,
G2800330,1860,Mississippi,280,DeSoto,DESOTO,De Soto,9349,0,13987,0,,
G2800370,1860,Mississippi,280,Franklin,FRANKLIN,Franklin,3498,15,4752,0,,
G2800410,1860,Mississippi,280,Greene,GREENE,Greene,1526,1,705,0,,
G2800450,1860,Mississippi,280,Hancock,HANCOCK,Hancock,2282,0,857,0,,
G2800470,1860,Mississippi,280,Harrison,HARRISON,Harrison,3751,53,1015,0,,
G2800490,1860,Mississippi,280,Hinds,HINDS,Hinds,8940,36,22363,0,,
G2800510,1860,Mississippi,280,Holmes,HOLMES,Holmes,5806,10,11975,0,,
G2800550,1860,Mississippi,280,Issaquena,ISSAQUENA,Issaquena,587,0,7244,0,,
G2800570,1860,Mississippi,280,Itawamba,ITAWAMBA,Itawamba,14156,11,3528,0,,
G2800590,1860,Mississippi,280,Jackson,JACKSON,Jackson,2955,80,1087,0,,
G2800610,1860,Mississippi,280,Jasper,JASPER,Jasper,6453,5,4549,0,,
G2800630,1860,Mississippi,280,Jefferson,JEFFERSON,Jefferson,2918,35,12396,0,,
G2800670,1860,Mississippi,280,Jones,JONES,Jones,2916,0,407,0,,
G2800690,1860,Mississippi,280,Kemper,KEMPER,Kemper,5936,5,5741,0,,
G2800710,1860,Mississippi,280,Lafayette,LAFAYETTE,Lafayette,8989,7,7129,0,,
G2800750,1860,Mississippi,280,Lauderdale,LAUDERDALE,Lauderdale,8224,1,5088,0,,
G2800770,1860,Mississippi,280,Lawrence,LAWRENCE,Lawrence,5513,4,3696,0,,
G2800790,1860,Mississippi,280,Leake,LEAKE,Leake,6266,2,3056,0,,
G2800870,1860,Mississippi,280,Lowndes,LOWNDES,Lowndes,6891,4,16730,0,,
G2800890,1860,Mississippi,280,Madison,MADISON,Madison,5260,4,18118,0,,
G2800910,1860,Mississippi,280,Marion,MARION,Marion,2500,1,2185,0,,
G2800930,1860,Mississippi,280,Marshall,MARSHALL,Marshall,11376,8,17439,0,,
G2800950,1860,Mississippi,280,Monroe,MONROE,Monroe,8545,9,12729,0,,
G2800990,1860,Mississippi,280,Neshoba,NESHOBA,Neshoba,6131,0,2212,0,,
G2801010,1860,Mississippi,280,Newton,NEWTON,Newton,6279,3,3379,0,,
G2801030,1860,Mississippi,280,Noxubee,NOXUBEE,Noxubee,5171,0,15496,0,,
G2801050,1860,Mississippi,280,Oktibbeha,OKTIBBEHA,Oktibbeha,5328,18,7631,0,,
G2801070,1860,Mississippi,280,Panola,PANOLA,Panola,5237,0,8557,0,,
G2801110,1860,Mississippi,280,Perry,PERRY,Perry,1858,10,738,0,,
G2801130,1860,Mississippi,280,Pike,PIKE,Pike,6174,26,4935,0,,
G2801150,1860,Mississippi,280,Pontotoc,PONTOTOC,Pontotoc,14513,4,7596,0,,
G2801210,1860,Mississippi,280,Rankin,RANKIN,Rankin,6530,2,7103,0,,
G2801230,1860,Mississippi,280,Scott,SCOTT,Scott,5180,0,2959,0,,
G2801270,1860,Mississippi,280,Simpson,SIMPSON,Simpson,3744,12,2324,0,,
G2801290,1860,Mississippi,280,Smith,SMITH,Smith,5435,8,2195,0,,
G2801330,1860,Mississippi,280,Sunflower,SUNFLOWER,Sunflower,1102,0,3917,0,,
G2801350,1860,Mississippi,280,Tallahatchie,TALLAHATCHIE,Tallahatchie,2835,1,5054,0,,
G2801390,1860,Mississippi,280,Tippah,TIPPAH,Tippah,16206,13,6331,0,,
